node_id,lat,lon,thetao,so,zos,uo,vo
35,10.0,82.91669,0.7357129174113627,-0.4357927136762109,-0.22968271345194333,-0.27038966297827816,0.10893870511216203
36,10.0,83.0,0.7242234976844494,-0.3996337818417147,-0.24027029752543438,-0.127537631462214,-0.03932794536604991
37,10.0,83.08334,0.6909023759904821,-0.3210316413079495,-0.2627337314239872,0.017617607290535534,-0.2651053990691816
38,10.0,83.16669,0.6396833316660644,-0.1945323259798193,-0.30199923135848933,0.1524334034400422,-0.5025828733873465
39,10.0,83.25,0.5623069748065488,0.01600288929920133,-0.3508217027652289,0.19490045108095602,-0.6485313183073915
40,10.0,83.33334,0.3918500777856756,0.29171749999335755,-0.4022057692605953,0.05127695273068128,-0.6047247168917936
41,10.0,83.41669,0.11770741898430352,0.45281983294832423,-0.44725474224632633,-0.1367299041158549,-0.46444046678970585
42,10.0,83.5,-0.06913936599342539,0.4796543013611575,-0.4805248587487273,-0.17292880332337793,-0.3732199345533704
43,10.0,83.58334,-0.1333558647183509,0.48476659090065377,-0.5096104453732969,-0.12124388086905247,-0.35600731482202613
44,10.0,83.66669,-0.16564585159276413,0.49148439285751777,-0.5370423842063236,-0.09895197062706831,-0.35783905420114753
45,10.0,83.75,-0.1933395550090054,0.4876451240333866,-0.5606669376279201,-0.137015006174371,-0.28894148800180725
46,10.0,83.83334,-0.18867366995050594,0.45682810307953714,-0.5767818352437769,-0.22176054449396854,-0.24010911968586596
47,10.0,83.91669,-0.14459265641446964,0.38291391184682616,-0.5837401506488814,-0.3101170126138982,-0.14636311481686715
48,10.0,84.0,-0.08941921005705436,0.2546804961502662,-0.5809162347804063,-0.36457365801571623,-0.05841059487041941
49,10.0,84.08334,-0.03673079861476948,0.09520755623213943,-0.5727198773175262,-0.3473232337333147,0.0008923217937413817
50,10.0,84.16669,0.0037412430528184974,-0.025525507976889024,-0.5666083632626014,-0.2735062503648472,0.07788481229473183
51,10.0,84.25,0.04603839335102923,-0.0920201744341732,-0.5623976946593756,-0.18845323192816846,0.1630991939336379
52,10.0,84.33334,0.08807775994434229,-0.12162295773600172,-0.5568960530794511,-0.12280006682206127,0.2557610498572014
53,10.0,84.41669,0.11211609042525329,-0.14628612674686492,-0.5469710856947012,-0.08220443834612087,0.3424392149245768
54,10.0,84.5,0.11817916316425015,-0.15753940943423603,-0.533994422120184,-0.06330391821935213,0.4453225364014862
55,10.0,84.58334,0.12507745510707624,-0.17496858771332785,-0.514951893907592,-0.06408346437156422,0.5514397052414861
56,10.0,84.66669,0.13255576038591296,-0.18701911569718943,-0.4911766694046163,-0.07780601864881909,0.682379063817008
57,10.0,84.75,0.1819445404056139,-0.21142694577669238,-0.4603162633257837,-0.11253776539457643,0.7705326597498652
58,10.0,84.83334,0.2703514619973356,-0.21619939573128752,-0.42630100644446794,-0.15521067253296844,0.8011886517757201
59,10.0,84.91669,0.3320726144589429,-0.23786646548275578,-0.3913115219266762,-0.1677731011425047,0.9124400215120484
60,10.0,85.0,0.450995971035431,-0.2258490029720155,-0.3556583004890545,-0.12196881642397099,1.0137008487940589
61,10.0,85.08334,0.48342000543638697,-0.1592220746222201,-0.3209684777873878,0.012371075272937954,1.1887630264830147
62,10.0,85.16669,0.40744599193146264,-0.08575426727671168,-0.2805710776907276,0.20146660221434926,1.4080166552083038
63,10.0,85.25,0.28755852429868733,-0.04743689483535681,-0.22830996360579658,0.36888002736467207,1.5656214481852202
64,10.0,85.33334,0.13323888720386615,-0.006415501480537734,-0.1671495470500647,0.5006673883927676,1.6742175398895947
65,10.0,85.41669,-0.04623012813993542,0.05941969248495408,-0.1008875047655288,0.6075075778845287,1.7348472026884054
66,10.0,85.5,-0.18524772451253385,0.11625005593567427,-0.02727973382451151,0.6904536610116607,1.7365578922358764
67,10.0,85.58334,-0.2884772091353771,0.1796328939776129,0.049295902679831013,0.7722370764727519,1.691753462620848
68,10.0,85.66669,-0.3584190839458956,0.22905475447728002,0.12415721220867963,0.8729611756341059,1.6098128547995967
69,10.0,85.75,-0.4032270475297155,0.2815149645631126,0.18791479119009302,1.0016680583618027,1.520081790767019
70,10.0,85.83334,-0.4464934645583074,0.3179273983582444,0.24305760639713742,1.1388683929843209,1.433824035096612
71,10.0,85.91669,-0.4632390940279003,0.34210928103805915,0.2977622245434686,1.2484047953634068,1.3214413713923419
72,10.0,86.0,-0.48724649046422946,0.37053824004388647,0.3488821032071719,1.3262548920869235,1.1663157678115397
73,10.0,86.08334,-0.5172138461575854,0.4083155430908488,0.3953182023380166,1.3711985239601039,1.0066438435076426
