src,dst,weight
133,11,0.07752982688360727
133,253,0.0775298268836063
134,133,0.1114180289672469
134,135,0.11140466147878396
134,13,0.10791512778011011
134,255,0.10791512778010746
134,12,0.07751631949125264
134,254,0.07751631949125165
135,136,0.11145815068734376
135,134,0.11140466147878396
135,14,0.10791512778011011
135,256,0.10791512778010746
135,15,0.07752982688361487
135,257,0.07752982688361389
136,135,0.11145815068734376
136,137,0.1114180289672469
136,15,0.10791512778011011
136,257,0.10791512778010746
136,14,0.07752982688361487
136,256,0.07752982688361389
137,136,0.1114180289672469
137,138,0.11140466147878396
137,16,0.10791512778011011
137,258,0.10791512778010746
137,15,0.07751631949125264
137,257,0.07751631949125165
138,139,0.11145815068729856
138,137,0.11140466147878396
138,17,0.10791512778011011
138,259,0.10791512778010746
138,18,0.07752982688359968
138,260,0.07752982688359868
139,138,0.11145815068729856
139,140,0.11141802896729205
139,18,0.10791512778011011
139,260,0.10791512778010746
139,17,0.07752982688359968
139,259,0.07752982688359868
140,139,0.11141802896729205
140,141,0.1114046614787614
140,19,0.10791512778011011
140,261,0.10791512778010746
140,18,0.07751631949126785
140,260,0.07751631949126685
141,142,0.11145815068732115
141,140,0.1114046614787614
141,20,0.10791512778011011
141,262,0.10791512778010746
141,21,0.07752982688360727
141,263,0.0775298268836063
142,141,0.11145815068732115
142,143,0.1114180289672469
142,21,0.10791512778011011
142,263,0.10791512778010746
142,20,0.07752982688360727
142,262,0.0775298268836063
143,142,0.1114180289672469
143,144,0.11140466147878396
143,22,0.10791512778011011
143,264,0.10791512778010746
143,21,0.07751631949125264
143,263,0.07751631949125165
144,145,0.11145815068732115
144,143,0.11140466147878396
144,23,0.10791512778011011
144,265,0.10791512778010746
144,24,0.07752982688360727
144,266,0.0775298268836063
145,144,0.11145815068732115
145,146,0.1114180289672469
145,24,0.10791512778011011
145,266,0.10791512778010746
145,23,0.07752982688360727
145,265,0.0775298268836063
146,145,0.1114180289672469
146,147,0.11140466147880654
146,25,0.10791512778011011
146,267,0.10791512778010746
146,24,0.07751631949125264
146,266,0.07751631949125165
147,148,0.11145815068729856
147,146,0.11140466147880654
147,26,0.10791512778011011
147,268,0.10791512778010746
147,27,0.07752982688359968
147,269,0.07752982688359868
148,147,0.11145815068729856
148,149,0.1114180289672469
148,27,0.10791512778011011
148,269,0.10791512778010746
148,26,0.07752982688359968
148,268,0.07752982688359868
149,148,0.1114180289672469
149,150,0.11140466147880654
149,28,0.10791512778011011
149,270,0.10791512778010746
149,27,0.07751631949125264
149,269,0.07751631949125165
150,151,0.11145815068729856
150,149,0.11140466147880654
150,29,0.10791512778011011
150,271,0.10791512778010746
150,30,0.07752982688359968
150,272,0.07752982688359868
151,150,0.11145815068729856
151,152,0.11141802896726948
151,30,0.10791512778011011
151,272,0.10791512778010746
151,29,0.07752982688359968
151,271,0.07752982688359868
152,151,0.11141802896726948
152,153,0.11140466147878396
152,31,0.10791512778011011
152,273,0.10791512778010746
152,30,0.07751631949126023
152,272,0.07751631949125926
153,154,0.11145815068729856
153,152,0.11140466147878396
153,32,0.10791512778011011
153,274,0.10791512778010746
153,33,0.07752982688359968
153,275,0.07752982688359868
154,153,0.11145815068729856
154,155,0.1114180289672469
154,33,0.10791512778011011
154,275,0.10791512778010746
154,32,0.07752982688359968
154,274,0.07752982688359868
155,154,0.1114180289672469
155,156,0.11140466147880654
155,34,0.10791512778011011
155,276,0.10791512778010746
155,33,0.07751631949125264
155,275,0.07751631949125165
156,157,0.11145815068729856
156,155,0.11140466147880654
156,35,0.10791512778011011
156,277,0.10791512778010746
156,36,0.07752982688359968
156,278,0.07752982688359868
157,156,0.11145815068729856
157,158,0.1114180289672469
157,36,0.10791512778011011
157,278,0.10791512778010746
157,35,0.07752982688359968
157,277,0.07752982688359868
158,157,0.1114180289672469
158,159,0.11140466147880654
158,37,0.10791512778011011
158,279,0.10791512778010746
158,36,0.07751631949125264
158,278,0.07751631949125165
159,160,0.11145815068732115
159,158,0.11140466147880654
159,38,0.10791512778011011
159,280,0.10791512778010746
159,39,0.07752982688360727
159,281,0.0775298268836063
160,159,0.11145815068732115
160,161,0.1114180289672469
160,39,0.10791512778011011
160,281,0.10791512778010746
160,38,0.07752982688360727
160,280,0.0775298268836063
161,160,0.1114180289672469
161,162,0.11140466147878396
161,40,0.10791512778011011
161,282,0.10791512778010746
161,39,0.07751631949125264
161,281,0.07751631949125165
162,163,0.11145815068732115
162,161,0.11140466147878396
162,41,0.10791512778011011
162,283,0.10791512778010746
162,42,0.07752982688360727
162,284,0.0775298268836063
163,162,0.11145815068732115
163,164,0.11141802896726948
163,42,0.10791512778011011
163,284,0.10791512778010746
163,41,0.07752982688360727
163,283,0.0775298268836063
164,163,0.11141802896726948
164,165,0.1114046614787614
164,43,0.10791512778011011
164,285,0.10791512778010746
164,42,0.07751631949126023
164,284,0.07751631949125926
165,166,0.11145815068732115
165,164,0.1114046614787614
165,44,0.10791512778011011
165,286,0.10791512778010746
165,45,0.07752982688360727
165,287,0.0775298268836063
166,165,0.11145815068732115
166,167,0.11141802896726948
166,45,0.10791512778011011
166,287,0.10791512778010746
166,44,0.07752982688360727
166,286,0.0775298268836063
167,166,0.11141802896726948
167,168,0.1114046614787614
167,46,0.10791512778011011
167,288,0.10791512778010746
167,45,0.07751631949126023
167,287,0.07751631949125926
168,169,0.11145815068732115
168,167,0.1114046614787614
168,47,0.10791512778011011
168,289,0.10791512778010746
168,48,0.07752982688360727
168,290,0.0775298268836063
169,168,0.11145815068732115
169,170,0.1114180289672469
169,48,0.10791512778011011
169,290,0.10791512778010746
169,47,0.07752982688360727
169,289,0.0775298268836063
170,169,0.1114180289672469
170,171,0.11140466147880654
170,49,0.10791512778011011
170,291,0.10791512778010746
170,48,0.07751631949125264
170,290,0.07751631949125165
171,172,0.11145815068729856
171,170,0.11140466147880654
171,50,0.10791512778011011
171,292,0.10791512778010746
171,51,0.07752982688359968
171,293,0.07752982688359868
172,171,0.11145815068729856
172,173,0.11141802896726948
172,51,0.10791512778011011
172,293,0.10791512778010746
172,50,0.07752982688359968
172,292,0.07752982688359868
173,172,0.11141802896726948
173,174,0.11140466147878396
173,52,0.10791512778011011
173,294,0.10791512778010746
173,51,0.07751631949126023
173,293,0.07751631949125926
174,175,0.11145815068729856
174,173,0.11140466147878396
174,53,0.10791512778011011
174,295,0.10791512778010746
174,54,0.07752982688359968
174,296,0.07752982688359868
175,174,0.11145815068729856
175,176,0.11141802896726948
175,54,0.10791512778011011
175,296,0.10791512778010746
175,53,0.07752982688359968
175,295,0.07752982688359868
176,175,0.11141802896726948
176,177,0.11140466147878396
176,55,0.10791512778011011
176,297,0.10791512778010746
176,54,0.07751631949126023
176,296,0.07751631949125926
177,178,0.11145815068732115
177,176,0.11140466147878396
177,56,0.10791512778011011
177,298,0.10791512778010746
177,57,0.07752982688360727
177,299,0.0775298268836063
178,177,0.11145815068732115
178,179,0.1114180289672469
178,57,0.10791512778011011
